


.DATE		Aug. 92
.STYLE		CURSIVE
	45 13
	45 16
	43 21
	42 25
	42 28
	42 32
	42 36
	43 43
	45 46
	46 50
	47 53
	50 58
	53 60
	54 63
	57 64
	57 61
	57 57
	57 53
	57 46
	57 42
	56 38
	56 33
	56 28
	54 24
	53 20
	53 17
	50 12
	48 9
	45 5
	42 4
	39 4
	35 5
	32 7
	30 10
	29 13
	28 17
	31 14
	33 11
	36 7
	39 4
	41 1
	44 0
	50 0
	55 0
	58 2
	67 3
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	18 36
	22 39
	25 39
	26 42
	30 43
	33 44
	36 47
	39 50
	41 53
	43 56
	43 59
	43 62
	40 63
	37 60
	36 57
	35 53
	35 49
	33 43
	33 40
	33 37
	32 33
	31 29
	29 26
	29 23
	28 19
	27 16
	26 12
	24 9
	23 5
	21 2
	18 0
	15 0
	15 4
	15 8
	16 11
	18 16
	20 20
	23 20
	24 14
	26 11
	26 8
	28 4
	30 1
	34 0
	38 0
	43 0
	49 0
.PEN_UP
.PEN_DOWN
	8 27
	8 30
	10 34
	12 37
	15 41
	17 45
	20 47
	24 48
	28 47
	29 43
	29 38
	29 35
	29 32
	29 27
	29 23
	26 20
	26 17
	26 14
	25 11
	25 8
	23 5
	20 2
	17 6
	17 9
	18 15
	18 18
	19 21
	21 25
	23 32
	26 35
	28 40
	30 43
	34 46
	36 49
	40 52
	43 55
	44 50
	44 46
	43 42
	42 39
	40 33
	39 30
	39 27
	38 23
	38 20
	37 14
	36 10
	34 6
	33 3
	31 0
	31 5
	32 8
	34 13
	36 17
	37 21
	41 29
	43 32
	45 35
	47 38
	50 40
	55 44
	58 46
	61 47
	61 44
	61 39
	60 34
	59 30
	58 22
	55 18
	55 14
	55 10
	55 6
	56 3
	59 1
	63 1
	66 1
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	7 49
	11 50
	15 53
	18 54
	22 57
	25 59
	28 61
	32 63
	30 60
	26 55
	26 50
	24 46
	23 42
	23 38
	22 34
	21 29
	21 25
	21 20
	19 13
	17 9
	17 6
	17 3
	17 0
	15 3
	16 7
	16 12
	19 17
	20 22
	20 25
	23 29
	24 33
	26 37
	28 40
	29 43
	32 45
	34 48
	39 50
	42 51
	46 53
	49 53
	52 53
	55 53
	59 52
	62 50
	63 47
	63 44
	61 40
	59 37
	54 32
	50 30
	46 28
	41 27
	38 27
	35 27
	32 27
	27 28
	25 31
	28 34
	31 37
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	21 14
	24 17
	26 21
	29 25
	32 30
	33 33
	35 37
	38 42
	40 45
	41 48
	44 51
	46 57
	49 61
	49 65
	49 68
	46 69
	43 67
	41 64
	40 60
	40 57
	40 54
	42 44
	43 41
	45 37
	47 33
	48 29
	50 25
	54 21
	56 16
	58 11
	58 8
	55 5
	52 2
	47 2
	43 2
	39 4
	36 6
	33 9
	30 12
	29 15
	29 20
	33 20
	36 19
	40 16
	42 13
	43 10
	45 7
	48 4
	51 3
	54 2
	59 0
	69 0
.PEN_UP
.PEN_DOWN
	25 57
	28 59
	32 63
	35 65
	36 68
	39 69
	42 67
	44 64
	47 61
	48 58
	52 55
	55 53
	58 53
	61 53
	64 55
	66 58
	68 61
	70 64
	71 67
	71 70
	68 69
	68 65
	66 61
	66 58
	65 55
	63 50
	61 43
	60 40
	59 35
	58 30
	57 26
	56 22
	55 19
	55 15
	54 11
	54 8
	54 5
	53 2
	50 1
	47 1
	44 0
	40 0
	37 2
	34 4
	33 7
	33 10
	36 14
	42 16
	45 15
	48 14
	53 13
	58 13
	63 13
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	10 37
	11 40
	13 43
	15 46
	18 50
	21 53
	24 55
	28 58
	32 58
	35 57
	36 53
	36 50
	37 47
	37 41
	38 37
	38 34
	39 31
	39 28
	40 25
	42 20
	48 16
	52 14
	56 13
	60 13
	63 14
	66 15
.PEN_UP
.PEN_DOWN
	59 66
	56 65
	53 59
	50 57
	46 49
	42 43
	39 36
	35 30
	32 24
	28 19
	26 14
	24 10
	23 7
	23 4
	23 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	25 67
	28 68
	31 70
	36 72
	41 74
	46 74
	50 74
	54 71
	55 68
	55 64
	55 61
	55 56
	53 52
	50 48
	46 43
	42 38
	37 34
	34 33
	30 30
	27 28
	25 31
	26 34
	28 37
	31 39
	34 43
	37 45
	40 45
	43 47
	46 48
	49 48
	53 49
	57 49
	60 48
	60 45
	61 42
	61 39
	60 34
	59 30
	59 27
	57 23
	56 20
	54 15
	52 12
	47 6
	43 1
	39 0
	35 0
	35 3
	37 6
	40 8
	42 12
	46 14
	50 17
	53 20
	58 22
	62 24
	65 24
	68 24
	71 24
	75 24
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	19 44
	23 45
	26 47
	29 48
	32 50
	36 52
	40 54
	38 51
	36 48
	34 45
	33 41
	32 38
	31 35
	30 29
	30 26
	29 22
	29 18
	28 15
	27 11
	27 6
	26 3
	26 0
	25 3
	25 7
	25 10
	25 13
	25 16
	26 20
	27 25
	28 28
	29 32
	32 35
	34 39
	39 42
	41 45
	44 46
	47 49
	50 51
	53 52
	56 52
	56 49
	56 46
	56 42
	53 36
	50 32
	46 28
	42 24
	38 22
	32 19
	29 18
	27 21
	30 24
	33 26
	36 27
	39 28
	44 30
	48 30
	51 30
	56 29
	58 26
	59 23
	59 20
	59 16
	56 13
	53 10
	49 7
	45 6
	42 5
	36 1
	32 1
	27 0
	23 0
	26 2
	30 4
	33 4
	36 5
	39 5
	43 5
	47 3
.PEN_UP
.PEN_DOWN
	61 32
	61 35
	61 38
	58 40
	55 41
	52 42
	49 42
	46 41
	41 39
	35 35
	32 33
	29 31
	26 26
	25 23
	25 20
	25 17
	25 14
	25 11
	25 8
	27 5
	29 2
	32 0
	35 0
	38 0
	41 0
	44 0
	48 0
	51 0
	55 1
	59 3
	62 3
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	25 57
	28 57
	31 57
	36 57
	39 57
	42 59
	46 61
	53 63
	58 68
	55 68
	52 64
	50 60
	50 57
	50 54
	49 50
	49 47
	47 43
	47 38
	47 30
	47 26
	47 23
	46 20
	45 15
	45 11
	43 7
	42 3
	40 0
	38 4
	38 8
	39 12
	42 14
	45 14
	48 13
	51 13
	55 13
	58 13
.PEN_UP
.PEN_DOWN
	39 33
	43 33
	47 35
	50 36
	53 37
	56 38
	60 42
	63 45
	66 46
	68 49
	65 46
	65 43
	66 40
	69 38
	70 34
	72 34
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	12 45
	16 46
	18 49
	22 50
	25 51
	28 51
	31 49
	31 45
	31 41
	30 37
	29 34
	29 31
	27 25
	25 20
	24 17
	21 13
	21 9
	20 6
	19 3
	19 0
	22 1
.PEN_UP
.PEN_DOWN
	66 60
	65 56
	64 52
	63 48
	62 41
	62 37
	61 34
	60 30
	60 26
	59 23
	59 19
	58 16
	57 12
	56 6
	55 10
	58 15
	58 20
	58 25
	58 29
	55 33
	54 36
	51 37
	48 37
	44 34
	39 31
	36 27
	33 24
	33 21
	33 18
	37 16
	40 14
	45 13
	49 12
	52 12
	55 12
	59 12
	62 12
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	15 41
	19 42
	22 43
	25 44
	28 46
	32 48
	35 51
	36 54
	36 57
	36 60
	33 59
	31 56
	30 53
	28 49
	27 45
	26 42
	24 37
	24 33
	23 28
	21 24
	21 21
	21 18
	19 15
	18 12
	17 9
	15 6
	13 3
	11 0
	8 2
	8 5
	8 8
	10 11
	12 15
	15 17
	18 16
	20 13
	21 10
	24 7
	26 4
	30 4
	34 4
	37 4
	40 5
	44 5
	47 6
	54 6
.PEN_UP
.PEN_DOWN
	2 44
	6 46
	10 48
	13 50
	16 51
	20 51
	24 51
	28 50
	31 47
	31 44
	31 41
	31 38
	30 33
	28 30
	28 27
	26 23
	24 19
	23 16
	22 13
	19 8
	17 5
	16 8
	18 11
	20 16
	21 19
	22 22
	24 25
	25 28
	28 34
	32 38
	36 41
	40 45
	43 46
	43 43
	42 40
	40 36
	38 33
	37 30
	37 27
	36 24
	34 21
	32 17
	31 13
	29 9
	31 12
	33 17
	38 22
	39 25
	42 28
	45 32
	49 39
	57 42
	61 45
	66 47
	69 49
	72 50
	71 46
	68 42
	65 38
	61 34
	59 31
	57 28
	57 24
	55 21
	53 18
	53 15
	53 10
	53 7
	56 4
	61 2
	64 1
	68 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	41 56
	38 56
	34 53
	31 49
	30 45
	28 40
	28 36
	28 31
	28 26
	28 21
	28 10
	28 7
	30 3
	32 0
	35 0
	39 0
	43 1
	48 5
	52 8
	53 11
	56 16
	59 18
	61 24
	62 27
	62 30
	62 33
	62 40
	62 44
	62 47
	61 50
	59 55
	59 58
	57 61
	53 62
	49 59
	46 54
	42 50
	42 46
	42 41
	43 37
	46 33
	50 32
	56 32
	60 32
.PEN_UP
.PEN_DOWN
	18 43
	21 45
	23 48
	27 50
	31 51
	34 51
	37 51
	37 48
	36 44
	34 40
	33 36
	31 32
	31 28
	31 25
	30 22
	28 16
	28 13
	27 9
	27 6
	27 3
	26 0
	26 3
	26 8
	26 11
	28 14
	28 17
	28 21
	30 24
	31 29
	34 34
	36 37
	37 40
	39 44
	40 48
	44 52
	46 55
	49 57
	52 57
	55 56
	57 53
	60 51
	63 48
	63 45
	63 42
	61 36
	58 32
	53 28
	50 26
	44 23
	39 22
	34 23
	31 25
	31 28
	31 30
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	21 12
	25 15
	29 19
	32 23
	35 27
	37 30
	42 34
	42 37
	44 40
	49 46
	51 49
	52 55
	54 58
	55 61
	55 64
	55 68
	55 71
	52 72
	49 72
	46 71
	44 68
	43 63
	43 60
	43 56
	45 52
	46 48
	46 45
	47 42
	49 37
	50 33
	53 28
	54 25
	55 22
	56 19
	57 15
	59 11
	60 7
	60 4
	60 0
	55 0
	51 0
	46 3
	42 6
	38 10
	36 13
	33 18
	30 21
	31 18
	33 15
	37 11
	40 9
	43 8
	48 6
	51 6
	54 5
	58 5
.PEN_UP
.PEN_DOWN
	23 50
	26 53
	29 53
	32 55
	36 57
	40 58
	42 55
	42 51
	42 48
	45 46
	48 44
	52 44
	55 46
	59 48
	61 51
	64 53
	65 57
	63 54
	63 50
	61 47
	60 42
	60 39
	59 32
	58 29
	57 25
	57 20
	56 16
	56 13
	56 9
	56 6
	55 3
	54 0
	51 0
	48 0
	45 2
	42 4
	38 4
	43 6
	47 7
	50 7
	53 9
	57 10
	60 10
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	14 42
	14 45
	16 49
	19 51
	20 54
	23 56
	27 56
	31 55
	34 52
	37 47
	37 43
	37 40
	37 36
	37 33
	37 30
	36 22
	34 18
	34 15
	33 11
	30 6
	29 3
	28 0
	30 3
	30 7
	33 9
	36 13
	37 19
	42 23
	44 27
	47 32
	50 36
	53 41
	55 44
	56 49
	54 46
	52 42
	51 38
	51 35
	51 32
	50 26
	50 21
	51 17
	52 13
	55 11
	60 12
	62 15
	65 18
	67 21
	67 24
	69 28
	71 33
	71 37
	72 41
	73 44
	73 48
	73 51
	73 54
	73 58
	71 61
	68 63
	67 60
	69 57
	72 56
	76 55
	80 54
	84 52
	90 49
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	18 66
	19 70
	20 73
	24 76
	30 78
	33 80
	38 80
	41 80
	47 80
	52 79
	55 76
	56 72
	56 67
	56 63
	56 60
	54 56
	52 53
	50 50
	48 47
	46 42
	42 39
	39 35
	36 34
	34 31
	31 30
	28 29
	29 32
	32 35
	36 39
	40 41
	43 42
	46 45
	49 46
	54 46
	57 45
	59 42
	59 38
	59 35
	59 31
	59 27
	57 22
	56 19
	54 15
	50 11
	46 7
	43 5
	39 1
	36 1
	33 0
	31 3
	31 6
	32 10
	36 13
	40 17
	43 19
	46 21
	49 21
	52 23
	55 24
	60 25
	64 25
	70 25
	73 23
	76 22
.PEN_UP
.PEN_DOWN
	50 27
	52 30
	53 33
	55 36
	56 39
	57 43
	57 46
	57 49
	57 52
	56 55
	53 56
	50 55
	47 53
	44 52
	42 49
	39 45
	37 42
	36 39
	34 31
	30 27
	30 22
	30 19
	29 16
	29 13
	29 10
	29 7
	29 3
	32 1
	35 0
	39 2
	41 5
	45 8
	50 13
	54 17
	56 21
	57 24
	59 29
	62 34
	62 37
	62 41
	59 38
	59 34
	58 30
	58 27
	58 23
	58 19
	60 14
	61 11
	66 10
	72 10
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	69 35
	69 38
	66 41
	63 43
	60 44
	56 44
	53 43
	50 41
	47 39
	44 35
	42 32
	41 28
	39 23
	39 20
	39 17
	40 12
	41 9
	43 4
	46 1
	51 0
	56 0
	61 0
	65 1
	68 2
	71 3
	74 5
	80 5
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	57 70
	58 73
	59 77
	59 80
	58 83
	55 86
	50 87
	47 87
	43 86
	38 83
	34 79
	31 76
	27 71
	25 63
	23 60
	22 57
	22 53
	22 49
	22 46
	22 43
	24 40
	27 38
	34 37
	37 37
	42 39
	47 43
	51 46
	55 50
	56 55
	60 60
	61 64
	62 68
	59 69
	58 65
	57 61
	56 56
	56 53
	56 50
	55 43
	54 38
	54 35
	54 30
	53 27
	53 24
	53 21
	53 18
	53 15
	53 10
	53 4
	52 1
	49 0
	46 0
	43 0
	40 4
	40 8
	40 11
	41 14
	44 18
	47 21
	50 22
	54 23
	58 24
	61 23
	66 22
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	34 47
	34 50
	32 53
	32 58
	32 62
	32 65
	32 68
	32 71
	33 74
	33 77
	34 80
	36 85
	37 88
	41 92
	43 95
	46 97
	49 97
	49 94
	49 91
	48 85
	47 82
	47 78
	46 74
	46 70
	44 61
	44 57
	43 53
	42 49
	42 45
	42 41
	41 37
	39 32
	38 28
	37 24
	35 19
	34 15
	32 10
	30 7
	28 4
	23 0
	19 7
	17 11
	17 14
	17 17
	20 21
	23 23
	26 24
	29 26
	34 30
	38 32
	42 33
	46 34
	50 36
	53 36
	58 36
.PEN_UP
.PEN_DOWN
	18 45
	21 46
	26 48
	28 52
	32 54
	35 56
	32 53
	30 50
	29 47
	26 43
	25 39
	24 36
	23 33
	22 29
	22 25
	20 21
	18 17
	17 13
	17 9
	17 6
	21 8
.PEN_UP
.PEN_DOWN
	57 65
	55 62
	53 58
	51 54
	50 51
	49 48
	46 44
	44 40
	41 38
	38 35
	35 32
	32 29
	29 27
	25 24
	22 22
	21 25
	22 28
	23 31
	27 33
	29 36
	33 36
	33 33
	34 29
	35 26
	38 24
	39 20
	42 16
	45 13
	46 10
	48 6
	50 3
	54 1
	55 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	14 29
	15 32
	15 35
	17 38
	21 42
	24 44
	28 47
	31 49
	34 49
	36 46
	36 43
	36 40
	36 35
	36 32
	35 25
	34 21
	33 16
	33 12
	31 8
	31 4
	29 0
	29 4
	29 7
	29 12
	30 15
	30 18
	33 22
	33 26
	34 30
	36 35
	38 38
	41 42
	43 46
	45 49
	49 52
	53 53
	56 52
	57 49
	58 46
	58 42
	58 39
	58 36
	57 31
	56 28
	55 25
	54 22
	54 19
	54 16
	52 13
	52 10
	55 14
	57 18
	58 21
	61 25
	63 29
	65 32
	66 35
	69 38
	72 41
	76 45
	77 42
	75 38
	75 35
	73 29
	72 25
	71 22
	71 19
	71 16
	71 13
	71 10
	71 6
	73 3
	78 2
	81 2
	86 2
	92 2
.PEN_UP
.PEN_DOWN
	3 40
	6 44
	10 48
	13 51
	17 54
	21 56
	25 59
	29 59
	32 57
	32 54
	32 50
	31 46
	30 40
	29 37
	28 34
	26 31
	25 24
	25 19
	23 14
	22 11
	22 15
	23 19
	24 22
	24 25
	25 28
	27 31
	33 41
	35 44
	39 48
	42 51
	45 53
	49 56
	49 52
	49 48
	47 43
	47 40
	47 36
	44 27
	43 23
	42 18
	41 14
	39 11
	39 8
	39 5
	39 2
	42 0
	45 1
	48 1
	52 3
	57 2
	59 5
	59 6
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	26 18
	22 22
	20 25
	17 28
	17 31
	17 36
	19 40
	20 43
	24 47
	27 50
	30 53
	36 56
	39 58
	42 59
	45 59
	48 59
	51 59
	54 58
	58 56
	60 52
	62 46
	62 43
	63 39
	64 33
	64 30
	62 25
	62 22
	62 19
	60 16
	56 12
	54 9
	50 5
	47 3
	44 1
	41 1
	38 2
	38 5
	38 8
	39 12
	41 16
	44 17
	48 17
	52 16
	56 14
	59 12
	63 10
	66 9
	67 6
	69 3
	72 0
.PEN_UP
.PEN_DOWN
	18 56
	21 56
	25 58
	28 59
	31 62
	34 62
	38 64
	35 61
	33 58
	30 53
	29 49
	27 46
	26 43
	26 39
	25 34
	23 29
	23 25
	22 22
	21 18
	21 12
	20 9
	20 6
	20 3
	20 0
	19 3
	19 7
	20 10
	20 13
	20 18
	22 24
	23 27
	24 31
	26 35
	26 39
	28 42
	29 45
	30 49
	32 52
	35 54
	41 57
	43 60
	48 61
	52 64
	56 65
	59 65
	59 60
	59 56
	58 52
	56 49
	54 44
	51 41
	48 37
	45 35
	42 32
	38 30
	34 30
	30 30
	26 31
	26 34
	26 37
	26 40
	28 43
	31 41
	31 37
	31 33
	31 29
	31 26
	31 23
	31 19
	34 15
	35 12
	38 11
	43 10
	47 8
	50 7
	53 5
	56 5
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	15 38
	16 41
	19 42
	21 45
	25 47
	28 48
	31 48
	35 46
	36 42
	36 37
	35 32
	32 28
	32 25
	29 21
	28 18
	27 15
	27 9
	27 4
	29 1
	33 0
	37 1
	40 4
	43 8
	46 12
	49 14
	50 17
	54 20
	54 23
	57 27
	58 31
	60 37
	64 40
	64 43
	66 46
	68 51
	68 54
	67 57
	63 56
	62 53
	60 50
	59 46
	58 43
	57 38
	55 34
	55 30
	53 26
	53 18
	52 15
	52 12
	53 9
	55 6
	58 4
	63 2
.PEN_UP
.PEN_DOWN
	17 35
	14 37
	12 41
	13 44
	15 47
	18 47
	21 51
	24 52
	27 53
	31 53
	35 52
	39 49
	40 45
	40 41
	40 37
	40 34
	40 31
	38 26
	37 23
	35 20
	34 17
	33 14
	31 11
	30 6
	29 3
	29 0
	32 0
	35 1
	39 4
	42 7
	45 11
	47 16
	50 21
	53 24
	53 27
	55 34
	59 37
	61 42
	64 45
	65 49
	66 52
	65 55
	65 52
	65 49
	68 47
	71 46
	75 46
	80 46
	83 46
	87 49
	89 49
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	20 77
	23 80
	26 83
	29 83
	33 84
	38 85
	41 85
	45 85
	48 84
	50 81
	51 78
	51 72
	50 68
	48 65
	48 62
	45 60
	42 57
	36 53
	36 56
	37 59
	40 60
	44 62
	47 64
	51 66
	54 66
	57 67
	60 66
	61 63
	61 60
	61 56
	61 53
	61 49
	61 44
	59 39
	58 36
	58 30
	56 26
	54 23
	52 20
	52 16
	50 12
	47 8
	45 5
	42 2
	38 0
	35 0
	32 4
	31 7
	30 12
	30 17
	31 20
	33 24
	37 28
	41 30
	47 33
	52 34
	55 36
	59 37
	65 37
	68 37
	71 37
	74 37
.PEN_UP
.PEN_DOWN
	54 33
	54 36
	55 39
	55 42
	55 46
	55 50
	55 53
	54 57
	50 59
	44 56
	41 52
	38 48
	38 44
	36 40
	35 37
	34 34
	34 31
	32 26
	31 20
	31 16
	31 12
	31 9
	31 5
	32 2
	35 0
	40 0
	43 2
	46 5
	47 8
	49 12
	52 16
	53 22
	55 25
	56 28
	58 32
	58 35
	59 38
	59 41
	58 38
	58 33
	58 30
	57 27
	57 24
	57 21
	58 15
	59 12
	61 7
	62 4
	65 3
	69 3
	76 3
.PEN_UP
.PEN_DOWN
	18 57
	19 60
	23 62
	25 66
	28 67
	31 69
	30 66
	28 62
	27 59
	27 56
	26 51
	26 46
	24 42
	23 34
	23 30
	23 26
	22 23
	22 20
	22 17
	21 14
	20 17
	20 20
	21 23
	22 26
	24 30
	24 33
	25 37
	26 40
	28 44
	31 47
	33 50
	37 53
	40 56
	46 60
	51 64
	54 65
	57 65
	58 62
	59 59
	59 54
	58 51
	57 47
	55 43
	53 39
	50 37
	47 35
	43 33
	40 32
	36 32
	33 32
	30 32
	25 34
	25 37
	28 38
	31 38
	35 40
	38 40
	42 40
	45 37
	47 34
	48 29
	48 25
	48 22
	48 18
	47 13
	46 10
	44 7
	42 4
	39 2
	36 1
	33 0
	29 0
	26 2
	27 5
	31 6
	35 6
	38 6
	42 6
	47 4
	55 3
	57 2
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	17 38
	19 41
	24 43
	27 46
	30 48
	33 49
	33 46
	30 43
	29 40
	28 35
	26 30
	26 23
	26 20
	26 17
	26 14
	24 10
	24 6
	22 3
	20 0
	20 3
	20 6
	22 9
	23 14
	26 18
	26 25
	31 28
	33 32
	37 37
	41 40
	44 43
	48 46
	50 49
	53 50
	55 53
	57 50
	57 45
	58 42
	58 38
	58 33
	58 30
	58 27
	57 24
	55 19
	55 16
	53 13
	51 10
	48 7
	44 6
	40 5
	37 5
	34 5
	31 5
	28 6
	26 10
	27 13
	30 14
	34 14
	38 10
	41 9
	44 8
	48 6
	51 5
	55 3
	59 2
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	10 36
	13 38
	16 40
	20 41
	23 42
	27 45
	30 45
	31 42
	31 39
	30 35
	28 31
	27 25
	27 21
	26 18
	24 14
	23 10
	21 7
	23 5
.PEN_UP
.PEN_DOWN
	62 58
	60 61
	59 58
	58 55
	58 52
	57 49
	54 41
	53 38
	53 34
	52 29
	52 26
	52 21
	51 17
	51 14
	50 11
	50 6
	50 3
	50 0
	50 3
	50 6
	50 10
	49 14
	47 18
	46 21
	44 25
	42 28
	37 30
	33 29
	30 25
	30 22
	30 18
	30 15
	32 12
	35 11
	38 9
	42 9
	45 9
	49 10
	53 10
	58 11
	62 13
	63 14
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
0 0
.PEN_UP
.PEN_DOWN
	21 56
	24 56
	27 57
	30 59
	34 61
	37 65
	40 68
	43 71
	43 74
	40 75
	36 73
	34 70
	32 66
	30 62
	30 58
	29 53
	29 50
	29 47
	29 43
	28 38
	28 35
	28 31
	28 26
	28 23
	28 20
	28 17
	27 12
	27 8
	25 4
	22 1
	19 0
	16 0
	16 3
	16 6
	16 9
	17 13
	17 16
	20 17
	23 15
	25 12
	29 9
	32 7
	36 5
	40 4
	43 4
	46 3
	52 4
	55 4
.PEN_UP
.PEN_DOWN
	7 42
	7 45
	7 49
	9 52
	13 55
	18 58
	23 58
	26 58
	27 55
	29 50
	30 44
	30 41
	30 37
	30 34
	30 31
	30 27
	28 24
	28 20
	27 15
	26 12
	25 8
	24 12
	25 16
	27 19
	28 22
	29 26
	31 30
	34 34
	37 38
	40 42
	42 45
	47 51
	50 53
	50 50
